Claude 3.5 Sonnet (June 2024)_p50,Claude 3.5 Sonnet (Oct 2024)_p50,GPT 2_p50,GPT 3_p50,GPT 3.5_p50,Gemini 2.5 Pro (June 2025)_p50,O3_p50,O4 Mini_p50,anthropic/claude-3-5-haiku-20241022_p50
0.7210747007229786,0.18000798361371986,0.15298291797748462,0.11676802564431003,0.44760310098558054,1.133761738688444,1.158523615586264,1.0831682525709467,0.6797663778059893
0.859158048534407,0.15321334783839968,0.1106807771232277,0.11658383323045986,0.5119030996742594,1.2185768073394254,1.2081257409324708,1.1416964490840453,0.7678036647640121
0.8613239385266507,0.15686618375990002,0.11014924237447703,0.10407745439926276,0.45467911142864453,1.2304683399225496,1.3072951463552263,1.0608221166514713,0.633630139246839
0.7761335534571054,0.15968554641714594,0.07719998344024157,0.10284050761930179,0.3948739370218497,0.9645348965422482,1.0124723955035813,0.8592555610556053,0.6136562368352475
0.7050700536580101,0.15490548957774838,0.07563743623703098,0.11388107777126355,0.4061447455900449,1.0159757317973186,1.125593572938433,0.8514697727527155,0.5701407323167988
0.6128679047540053,0.15752783929288675,0.11874967082674186,0.10650165185298545,0.3536559376108629,0.8687211447707218,0.9809226281900785,0.8020070389232365,0.5538869401800176
0.7913456522245482,0.1808546950300445,0.12710671990011277,0.11111058043407311,0.43061197671867274,1.097627321182296,1.2348816435211616,1.0840877966321256,0.5806142825289416
0.6257443066867695,0.15547037361306537,0.10281216366710952,0.10071193504075804,0.339952054358268,0.794179674609993,0.9204323051665129,0.7325822956837372,0.5161407346849717
0.6950102323486994,0.14573043505077962,0.1138240227775727,0.10458120358276368,0.3706876195065399,0.8837867055845751,1.0712207089390289,0.935144362663829,0.6108980833468928
0.767061483241246,0.14120745635314721,0.1169289185401317,0.1095868455659795,0.4093064406132297,0.8828810826503863,1.0743499825130718,0.9176632147316531,0.5693389353749785
0.6709589122073817,0.16461127641592996,0.15891225839831707,0.10724630690115024,0.3930718576472943,0.982329089667227,1.0824212686643169,0.930641177258123,0.5744390385703702
0.7149122031919604,0.15273581880117015,0.09080767613189454,0.09705135112316382,0.3838784150141059,1.072038858669462,1.162124278702078,0.9939367979657062,0.6372443494165967
0.7884766702823923,0.1550233689953763,0.11727541451345626,0.10581673733310613,0.4046709727671756,1.0862442316315877,1.2437373739533517,1.0651066978646757,0.6137201992539585
0.9023513409396401,0.1843364197245048,0.1282903849018416,0.11281339503688298,0.41489496210341675,1.1655029115598665,1.3662656955370065,1.1169559285537511,0.7256419933761871
0.6977705684540707,0.16170081780930753,0.11253247436873691,0.1039304503412716,0.42198543198148875,1.0279274112617172,1.1527082702631404,0.933563091868026,0.5825553647373151
0.6849277895918706,0.15619693286670416,0.08723639097127843,0.10754128400744703,0.3540226467456964,1.0647743145275461,1.0465649722887778,0.9661172503672135,0.6091118739342268
0.7995036347936427,0.1626053070953126,0.09359870850529815,0.10668279735217352,0.47139596813640344,1.0646350684214099,1.1687244510980632,0.9658605700165674,0.6300188713003353
0.680678073665509,0.1812997361553992,0.08232102537362135,0.10610832586406499,0.3443358566554289,0.9455018137164981,0.8469293797636948,0.742135432515948,0.5355321353152288
0.6081038343276608,0.1214157603384413,0.13797091087099,0.09408954626196064,0.34254786708585017,0.7930094676425323,0.8769151663218806,0.7580579702780871,0.5256837242614243
0.7126246045547716,0.16496987886965478,0.14811819022340217,0.10188124346597152,0.4141573858912185,1.0150467601691728,1.1374617462939838,0.8819782810999036,0.6100176642384714
0.675261493757764,0.11315304473938056,0.08793890430418935,0.0921594354520701,0.370258530367335,0.9770611221900358,1.0375663153395085,0.87639611830976,0.5882581737940693
0.6921245654329189,0.13823914968364967,0.1361190932990759,0.10312446884822865,0.4081879508453469,1.0466084191929128,1.0342140726195914,0.8719118469406725,0.563806555329937
0.6178972273549695,0.13536561208028808,0.1168311548529193,0.10129980805508092,0.37306310382686725,0.8437474702486255,0.9782484445413705,0.8423451393914416,0.540383004411842
0.7932538120801159,0.15170207296455718,0.13399224744712837,0.10484669707459211,0.45395707495538745,1.1488541197784,1.360316470538012,1.1172521455246687,0.7125153618949478
0.6372682527958717,0.1422138812163015,0.10092243986364276,0.10326651461586346,0.3459133101065407,0.8030672572570735,0.9528664274136547,0.6890967108534582,0.5391216225088158
0.6753657080423807,0.13483279684294713,0.09895634028119206,0.10339085546545969,0.3862342596301026,0.9787875549968794,0.9772849447001055,0.8521741581526984,0.5314673328701253
0.856585766923114,0.162178085162594,0.09494904243549923,0.10972658100556795,0.41594815743333163,1.2604221376756928,1.1307853286260017,0.932695779732934,0.6321052785450331
0.7696941403783745,0.14489657669891048,0.08365650747029454,0.1005724292869804,0.39823636268030027,1.081039950744158,1.2822846171232918,1.0571305507124944,0.5923374585656674
0.6869253086161201,0.17319507888641789,0.10265058982660427,0.10747025853101123,0.43457692455267727,1.0628123191850618,1.071597187211035,0.8936901798102321,0.5950162515971807
0.576066471512212,0.13147744504464437,0.08292421417008299,0.09873634206437296,0.3454998531439786,0.7919109415814777,0.852691775730911,0.8483639687219988,0.47125431431280057
0.7751284093683443,0.14853350873742577,0.15463106898779924,0.09758264535285834,0.362669641622485,1.2508638517201032,1.0773662219561209,1.0031555058082307,0.6243546887719917
0.6977963179318313,0.1501674507106031,0.07205160235634676,0.10171912249465793,0.3824396477407055,0.8620215280212666,0.9864753715043868,0.8450618740148289,0.5722584511069749
0.764162995787115,0.14803123379546587,0.1107870739693216,0.09008687061352758,0.3854392988667754,1.0602940156093448,1.2714100693682577,1.0803594808705885,0.593418182273224
0.6026480891716058,0.13462897557169384,0.10376383639195053,0.09243735661180516,0.32854674728403344,0.9598350662002527,0.9130001480411042,0.7892728073086416,0.4982739909384699
0.7492406224036863,0.13984571072869184,0.13486948089312986,0.10535880630210101,0.3958310670875776,1.2257504910792167,1.0781128847159844,1.0150735815931011,0.5937430514401536
0.6980055060350802,0.1625579015888901,0.07201551686702327,0.10918360156663577,0.424503329703297,0.9985978048819074,1.124448154884692,0.9333296437156472,0.6021392174576445
0.8263168392101226,0.16025038138417796,0.15778006235707429,0.10608736794289389,0.4372887096159368,1.084983721256919,1.3728079012906873,1.069463341298642,0.6466370286512038
0.6321088215908379,0.14628043761589177,0.09224114921077789,0.09982068375537641,0.36128248974227767,0.8588785855942431,1.0538020235390997,0.7851518949151994,0.5272209702087564
0.6739669881718697,0.15506146687593084,0.09941301713218333,0.11285829412350269,0.4409769114880163,0.8818254994493131,1.0466317702157288,1.0153231448078155,0.5694113196030807
0.6683440769564227,0.1461392612405434,0.07515962302929408,0.10020021548900028,0.406415679319358,0.9015379173366699,0.8991953216866585,0.8692382719009614,0.5405492703910592
